,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
412,10m,110k,600,700ms,4.5,0.25,58m,112k,88m,86k,6g,9g,140s,3s,2,false,0.8999999999999999,true,false,0.6
413,66m,64k,500,800ms,1.5,0.5,80m,74k,104m,60k,5g,1g,40s,1s,5,false,0.6,true,false,0.5
414,36m,110k,700,600ms,3.5,0.75,54m,116k,72m,10k,7g,11g,460s,4s,4,true,0.8999999999999999,true,false,0.5
415,40m,22k,600,800ms,2.5,0.75,22m,36k,56m,92k,9g,7g,140s,2s,2,false,0.7999999999999999,false,false,0.7
416,56m,94k,900,800ms,4.5,0.25,90m,42k,8m,80k,9g,1g,480s,3s,2,false,0.6,false,false,0.7999999999999999
417,22m,126k,400,300ms,4.5,0.75,70m,108k,80m,38k,7g,9g,180s,7s,4,true,0.8999999999999999,false,true,0.6
418,96m,18k,900,500ms,3.0,0.75,80m,48k,32m,82k,11g,8g,120s,7s,7,true,0.7999999999999999,true,true,0.7999999999999999
419,122m,8k,800,100ms,1.5,0.5,56m,102k,112m,4k,6g,5g,120s,3s,3,false,0.8999999999999999,false,false,0.8999999999999999
420,94m,70k,400,400ms,2.5,0.75,90m,78k,64m,30k,8g,6g,260s,4s,6,false,0.6,false,false,0.5
421,64m,86k,800,800ms,2.5,0.25,26m,16k,80m,58k,9g,10g,280s,2s,4,false,0.7999999999999999,true,true,0.7999999999999999
422,86m,42k,600,100ms,3.0,0.5,14m,70k,64m,88k,2g,8g,140s,1s,5,false,0.8999999999999999,false,true,0.8999999999999999
423,14m,36k,600,500ms,4.0,0.25,60m,96k,80m,40k,8g,5g,40s,7s,1,true,0.6,true,true,0.7
424,6m,102k,200,400ms,1.0,0.75,120m,126k,88m,60k,3g,2g,40s,1s,4,false,0.8999999999999999,true,false,0.7
425,6m,52k,500,600ms,2.0,0.5,112m,10k,64m,46k,8g,5g,100s,8s,1,false,0.5,true,true,0.7999999999999999
426,44m,98k,900,300ms,4.0,0.75,60m,26k,16m,104k,1g,4g,220s,2s,1,false,0.7999999999999999,true,false,0.5
427,28m,4k,100,300ms,2.0,0.75,76m,86k,120m,42k,10g,7g,300s,5s,1,true,0.7,false,true,0.7999999999999999
428,10m,70k,400,500ms,1.0,0.5,54m,38k,32m,78k,5g,8g,280s,8s,4,true,0.8999999999999999,true,true,0.7
429,112m,82k,300,800ms,2.0,0.5,2m,106k,16m,108k,1g,10g,20s,8s,1,true,0.8999999999999999,true,false,0.7999999999999999
430,108m,46k,100,700ms,3.5,0.5,82m,52k,120m,102k,5g,5g,320s,4s,5,true,0.7,true,false,0.6
431,2m,106k,400,800ms,4.5,0.5,38m,108k,24m,44k,7g,11g,360s,3s,7,false,0.7999999999999999,false,true,0.8999999999999999
432,92m,8k,400,600ms,2.0,0.75,92m,50k,56m,66k,1g,4g,440s,1s,1,true,0.6,true,true,0.7
433,126m,50k,600,500ms,2.5,0.5,68m,20k,112m,126k,5g,7g,360s,5s,3,true,0.6,false,false,0.6
434,40m,32k,200,300ms,3.0,0.25,28m,126k,32m,30k,8g,7g,320s,9s,1,false,0.7,true,true,0.8999999999999999
435,122m,96k,900,300ms,2.5,0.25,38m,66k,48m,92k,10g,8g,440s,7s,2,false,0.6,true,false,0.7999999999999999
436,64m,88k,500,100ms,1.0,0.75,118m,24k,112m,10k,1g,3g,160s,1s,7,false,0.8999999999999999,true,false,0.5
437,118m,52k,600,800ms,1.0,0.75,104m,30k,88m,90k,4g,7g,20s,7s,5,true,0.6,false,true,0.5
438,66m,58k,800,900ms,3.0,0.5,122m,38k,8m,72k,2g,7g,60s,9s,4,true,0.5,false,false,0.6
439,48m,114k,500,600ms,1.5,0.25,8m,110k,24m,96k,6g,6g,420s,9s,3,true,0.7999999999999999,true,true,0.8999999999999999
440,126m,4k,500,700ms,3.5,0.5,84m,82k,80m,4k,4g,9g,120s,9s,2,false,0.5,false,false,0.7
441,76m,112k,800,600ms,2.5,0.25,48m,46k,80m,2k,3g,4g,360s,3s,6,false,0.7,false,false,0.6
442,114m,120k,200,400ms,1.5,0.75,108m,90k,120m,124k,10g,3g,400s,7s,7,true,0.5,false,false,0.8999999999999999
443,82m,78k,100,100ms,1.0,0.75,90m,86k,72m,4k,5g,2g,460s,7s,2,false,0.7,true,false,0.7999999999999999
444,58m,16k,500,800ms,4.0,0.5,84m,126k,88m,52k,8g,6g,340s,8s,5,false,0.5,true,true,0.6
445,26m,118k,900,100ms,1.5,0.75,84m,78k,16m,82k,8g,4g,220s,5s,4,true,0.7999999999999999,true,false,0.6
446,62m,32k,700,700ms,1.0,0.5,106m,2k,24m,34k,8g,10g,200s,7s,7,false,0.7,false,true,0.8999999999999999
447,6m,46k,900,400ms,3.5,0.75,68m,56k,40m,6k,11g,6g,260s,6s,5,false,0.5,false,false,0.5
448,90m,108k,200,100ms,3.5,0.25,64m,104k,24m,26k,11g,6g,360s,9s,3,false,0.8999999999999999,true,false,0.5
449,64m,76k,800,800ms,3.0,0.25,118m,112k,32m,4k,3g,7g,400s,2s,3,true,0.8999999999999999,true,false,0.6
450,80m,34k,400,700ms,3.0,0.75,34m,120k,56m,46k,4g,4g,460s,5s,4,false,0.7999999999999999,true,false,0.7
451,98m,30k,300,600ms,4.5,0.25,108m,76k,112m,74k,6g,6g,380s,5s,6,true,0.8999999999999999,true,true,0.5
452,100m,80k,100,100ms,4.0,0.5,102m,50k,56m,16k,2g,5g,380s,4s,3,false,0.7999999999999999,true,false,0.7999999999999999
453,30m,66k,100,500ms,4.5,0.75,88m,86k,16m,80k,7g,1g,60s,5s,2,true,0.7999999999999999,true,true,0.8999999999999999
454,90m,46k,200,400ms,1.5,0.25,116m,10k,72m,90k,3g,2g,400s,2s,6,false,0.7,false,false,0.6
455,114m,72k,200,800ms,1.5,0.75,2m,62k,56m,120k,11g,9g,40s,9s,3,false,0.8999999999999999,true,false,0.5
456,46m,6k,900,700ms,4.0,0.75,70m,120k,16m,24k,3g,1g,300s,8s,1,false,0.7999999999999999,true,false,0.7
457,38m,48k,500,800ms,2.5,0.25,108m,56k,80m,84k,5g,11g,200s,1s,7,false,0.7999999999999999,false,false,0.6
458,122m,10k,200,700ms,1.5,0.25,60m,44k,80m,100k,11g,8g,80s,9s,4,true,0.7999999999999999,false,true,0.7999999999999999
459,90m,20k,300,400ms,4.5,0.25,102m,46k,80m,100k,9g,11g,420s,3s,6,false,0.5,false,false,0.6
460,46m,46k,500,700ms,4.0,0.25,112m,90k,120m,98k,10g,1g,420s,8s,4,true,0.7999999999999999,false,true,0.7999999999999999
461,110m,82k,100,400ms,3.0,0.25,64m,12k,88m,32k,9g,9g,280s,7s,7,false,0.5,false,true,0.5
462,36m,68k,400,500ms,2.5,0.5,58m,98k,24m,12k,5g,3g,160s,7s,1,false,0.7,true,true,0.7999999999999999
463,72m,106k,600,300ms,2.5,0.5,76m,60k,48m,46k,7g,6g,200s,7s,1,true,0.6,true,true,0.8999999999999999
464,78m,4k,100,800ms,3.0,0.5,92m,38k,120m,100k,11g,10g,380s,4s,3,true,0.8999999999999999,false,true,0.6
465,86m,40k,300,200ms,3.0,0.5,20m,86k,8m,114k,5g,8g,440s,7s,7,false,0.5,false,true,0.7999999999999999
466,22m,64k,100,900ms,4.5,0.25,88m,18k,120m,38k,4g,2g,300s,9s,3,false,0.5,false,true,0.7999999999999999
467,104m,62k,500,700ms,3.5,0.5,34m,88k,16m,4k,7g,9g,480s,5s,6,true,0.6,false,true,0.7999999999999999
468,114m,112k,800,800ms,1.5,0.25,110m,24k,104m,4k,6g,5g,420s,7s,5,true,0.6,true,true,0.5
469,72m,102k,100,900ms,1.5,0.25,2m,18k,104m,60k,5g,11g,100s,4s,7,true,0.7999999999999999,false,true,0.7999999999999999
470,76m,44k,900,200ms,2.5,0.75,106m,6k,72m,114k,1g,11g,160s,3s,2,true,0.7999999999999999,true,true,0.7999999999999999
471,64m,58k,300,400ms,3.0,0.25,92m,112k,32m,82k,11g,11g,380s,9s,1,false,0.7999999999999999,true,false,0.7
472,42m,98k,100,500ms,3.5,0.25,110m,60k,80m,10k,10g,10g,120s,6s,2,false,0.6,false,true,0.7999999999999999
473,42m,50k,900,900ms,1.5,0.5,106m,114k,56m,102k,9g,2g,480s,5s,4,true,0.7,true,true,0.6
474,4m,22k,900,500ms,2.0,0.75,78m,28k,24m,124k,4g,4g,220s,1s,5,true,0.7999999999999999,false,true,0.5
475,52m,36k,800,600ms,4.5,0.75,100m,24k,32m,104k,1g,6g,200s,8s,2,true,0.5,false,true,0.5
476,28m,118k,700,700ms,3.0,0.5,80m,94k,120m,18k,3g,1g,440s,6s,6,false,0.7,true,true,0.7999999999999999
477,14m,112k,200,100ms,3.0,0.25,58m,22k,80m,82k,3g,7g,140s,5s,6,true,0.8999999999999999,false,false,0.7999999999999999
478,108m,40k,800,700ms,3.5,0.25,50m,92k,40m,46k,8g,11g,480s,1s,4,false,0.6,false,false,0.8999999999999999
479,16m,54k,200,400ms,1.5,0.75,106m,104k,40m,34k,11g,8g,140s,8s,3,false,0.8999999999999999,true,false,0.8999999999999999
480,122m,94k,100,600ms,4.5,0.5,120m,78k,24m,60k,6g,9g,440s,6s,2,false,0.6,false,true,0.5
481,74m,118k,100,600ms,1.0,0.75,8m,50k,16m,88k,1g,1g,20s,3s,3,false,0.5,false,false,0.5
482,118m,106k,300,900ms,4.5,0.75,74m,114k,120m,22k,5g,11g,220s,6s,7,true,0.8999999999999999,false,false,0.5
483,46m,70k,700,700ms,3.0,0.75,78m,18k,8m,56k,3g,2g,320s,8s,4,true,0.7999999999999999,false,false,0.8999999999999999
484,80m,34k,500,100ms,4.5,0.25,74m,94k,88m,20k,7g,8g,120s,6s,6,true,0.5,true,false,0.7
485,42m,100k,700,500ms,3.5,0.5,50m,62k,40m,44k,11g,1g,240s,9s,2,true,0.5,true,false,0.5
486,42m,34k,700,100ms,2.5,0.25,84m,72k,8m,120k,11g,7g,200s,1s,2,false,0.5,true,false,0.7
487,16m,22k,400,200ms,1.0,0.75,76m,20k,24m,106k,9g,9g,120s,9s,6,false,0.5,false,false,0.7
488,106m,4k,600,200ms,2.0,0.75,124m,116k,72m,4k,6g,10g,160s,9s,2,true,0.7999999999999999,false,true,0.5
489,18m,126k,900,200ms,2.0,0.25,114m,78k,24m,122k,9g,10g,380s,8s,5,false,0.6,true,false,0.5
490,114m,62k,300,100ms,1.0,0.75,8m,6k,64m,22k,2g,5g,240s,9s,6,true,0.5,false,true,0.5
491,90m,48k,800,800ms,3.0,0.5,2m,56k,104m,48k,8g,11g,480s,5s,5,false,0.7,true,false,0.7
492,42m,52k,400,400ms,2.5,0.25,122m,20k,32m,34k,5g,6g,300s,2s,1,false,0.5,false,false,0.8999999999999999
493,114m,30k,600,300ms,2.5,0.5,36m,60k,32m,86k,8g,9g,420s,2s,5,false,0.8999999999999999,true,true,0.5
494,34m,74k,200,700ms,3.5,0.5,114m,116k,88m,74k,8g,7g,420s,1s,5,false,0.5,true,true,0.5
495,104m,12k,100,500ms,3.5,0.5,106m,38k,24m,108k,11g,8g,180s,6s,3,false,0.5,false,false,0.8999999999999999
496,30m,114k,900,600ms,1.0,0.75,80m,112k,88m,88k,2g,1g,220s,3s,6,true,0.6,false,true,0.7
497,16m,16k,200,400ms,2.0,0.5,92m,98k,112m,28k,8g,4g,440s,9s,3,false,0.5,false,false,0.7999999999999999
498,68m,2k,600,600ms,1.5,0.75,66m,40k,88m,28k,11g,5g,60s,6s,4,false,0.6,false,false,0.5
499,28m,10k,400,300ms,1.0,0.5,110m,24k,64m,94k,4g,3g,180s,5s,2,true,0.6,true,true,0.6
500,62m,122k,800,100ms,1.5,0.25,72m,8k,80m,2k,5g,10g,240s,9s,4,false,0.5,true,true,0.5
501,114m,30k,600,900ms,4.0,0.75,70m,90k,72m,94k,6g,2g,100s,4s,6,false,0.8999999999999999,false,true,0.7999999999999999
502,24m,118k,400,500ms,3.5,0.25,72m,92k,32m,86k,8g,3g,180s,2s,1,true,0.6,false,true,0.8999999999999999
503,82m,28k,800,300ms,2.0,0.25,66m,12k,80m,28k,6g,1g,420s,4s,6,false,0.5,true,false,0.5
504,124m,84k,200,400ms,4.5,0.25,118m,26k,88m,70k,10g,9g,120s,3s,2,true,0.7999999999999999,false,true,0.6
505,38m,122k,500,500ms,4.5,0.25,22m,108k,24m,72k,6g,6g,200s,2s,1,true,0.7,true,true,0.8999999999999999
506,6m,46k,700,100ms,1.5,0.75,16m,32k,32m,54k,6g,5g,480s,5s,2,true,0.6,false,false,0.8999999999999999
507,30m,126k,400,300ms,1.0,0.5,56m,62k,96m,86k,2g,3g,300s,1s,3,true,0.6,true,true,0.6
508,100m,72k,700,700ms,4.0,0.25,60m,6k,120m,40k,1g,8g,20s,3s,5,false,0.8999999999999999,false,true,0.6
509,68m,50k,600,500ms,1.0,0.25,84m,36k,40m,14k,4g,4g,240s,4s,7,true,0.7999999999999999,false,false,0.8999999999999999
510,10m,118k,300,200ms,2.0,0.25,16m,80k,40m,70k,5g,6g,40s,5s,7,false,0.7999999999999999,false,false,0.7
511,62m,104k,200,600ms,3.0,0.5,12m,82k,40m,92k,7g,6g,220s,3s,2,true,0.7999999999999999,true,true,0.6
512,124m,80k,700,800ms,3.0,0.5,30m,106k,104m,100k,6g,1g,460s,1s,5,true,0.5,false,true,0.7999999999999999
513,16m,42k,200,600ms,2.5,0.75,124m,44k,16m,16k,6g,9g,20s,7s,2,false,0.5,false,true,0.5
514,20m,120k,400,400ms,2.0,0.75,116m,18k,64m,100k,10g,4g,440s,8s,5,false,0.5,false,false,0.5
515,108m,110k,700,100ms,3.5,0.75,76m,68k,96m,4k,11g,11g,100s,2s,1,true,0.6,true,true,0.6
516,28m,82k,500,900ms,2.5,0.75,112m,106k,120m,126k,3g,10g,400s,8s,6,true,0.7,true,false,0.8999999999999999
517,124m,56k,300,400ms,2.0,0.25,30m,58k,32m,28k,10g,11g,100s,6s,5,true,0.7999999999999999,false,true,0.7999999999999999
518,30m,42k,900,200ms,2.0,0.75,38m,36k,64m,12k,5g,2g,300s,8s,3,true,0.8999999999999999,false,false,0.5
519,96m,118k,600,100ms,3.5,0.25,68m,110k,56m,10k,9g,10g,440s,8s,6,false,0.5,true,false,0.7
520,28m,124k,900,500ms,2.0,0.5,20m,124k,88m,98k,7g,6g,40s,9s,6,true,0.7999999999999999,true,false,0.5
521,78m,124k,800,700ms,2.5,0.25,108m,98k,120m,90k,5g,2g,320s,1s,4,false,0.7,false,true,0.6
522,52m,20k,300,100ms,1.5,0.25,54m,40k,112m,18k,3g,11g,440s,4s,3,false,0.6,true,false,0.7999999999999999
523,2m,92k,100,600ms,4.0,0.25,76m,48k,16m,86k,6g,10g,400s,7s,2,false,0.7999999999999999,true,false,0.8999999999999999
524,104m,2k,100,700ms,2.5,0.5,64m,126k,32m,66k,11g,1g,300s,7s,2,false,0.8999999999999999,true,false,0.6
525,22m,126k,500,600ms,1.5,0.75,50m,104k,64m,84k,3g,1g,280s,4s,2,false,0.7,false,true,0.7
526,110m,52k,700,600ms,3.5,0.25,118m,26k,112m,98k,9g,10g,140s,4s,4,true,0.7,true,true,0.7
527,50m,66k,300,300ms,3.5,0.75,84m,110k,64m,110k,7g,11g,20s,4s,6,true,0.5,true,false,0.5
528,124m,6k,400,300ms,4.0,0.5,44m,32k,64m,116k,5g,2g,180s,4s,2,false,0.7,true,false,0.6
529,22m,24k,400,100ms,4.0,0.25,94m,64k,80m,52k,6g,2g,380s,2s,4,true,0.7999999999999999,true,true,0.5
530,58m,76k,100,200ms,3.0,0.75,112m,98k,56m,38k,5g,3g,120s,4s,7,false,0.5,true,false,0.8999999999999999
531,14m,40k,200,300ms,3.5,0.5,66m,100k,48m,84k,5g,4g,20s,8s,3,true,0.6,true,false,0.7999999999999999
532,44m,16k,100,600ms,3.5,0.25,74m,106k,64m,58k,2g,10g,220s,6s,6,true,0.7,false,false,0.7999999999999999
533,26m,126k,600,100ms,4.5,0.25,118m,32k,64m,116k,2g,9g,20s,1s,3,true,0.5,false,true,0.8999999999999999
534,88m,114k,700,600ms,2.5,0.75,16m,62k,112m,32k,2g,3g,120s,8s,6,true,0.7999999999999999,true,false,0.6
535,2m,66k,900,700ms,1.0,0.75,98m,38k,40m,96k,10g,7g,420s,8s,7,false,0.7,false,true,0.5
536,66m,90k,500,700ms,1.0,0.75,24m,44k,32m,28k,4g,11g,180s,8s,1,false,0.7999999999999999,true,false,0.8999999999999999
537,42m,110k,800,500ms,4.0,0.25,36m,120k,16m,26k,5g,10g,360s,7s,2,true,0.7999999999999999,true,true,0.5
538,44m,22k,100,200ms,4.0,0.75,98m,4k,120m,32k,7g,5g,420s,1s,4,true,0.8999999999999999,true,true,0.7
539,38m,98k,100,600ms,4.0,0.5,42m,12k,104m,104k,8g,1g,120s,5s,7,true,0.6,false,false,0.7999999999999999
540,22m,22k,500,500ms,2.5,0.5,112m,102k,96m,96k,11g,8g,340s,2s,5,false,0.5,false,false,0.7999999999999999
541,118m,96k,900,300ms,4.0,0.5,118m,56k,40m,28k,5g,8g,200s,7s,5,false,0.5,true,false,0.6
542,62m,84k,900,300ms,1.5,0.75,96m,102k,112m,24k,1g,6g,360s,5s,3,false,0.6,true,false,0.7
543,38m,78k,900,900ms,1.5,0.5,16m,64k,24m,106k,6g,10g,420s,9s,5,false,0.8999999999999999,true,true,0.7999999999999999
544,44m,18k,700,500ms,3.0,0.5,10m,110k,48m,76k,11g,3g,200s,1s,4,true,0.6,true,true,0.6
545,28m,36k,100,500ms,4.0,0.75,20m,92k,104m,14k,3g,2g,20s,2s,1,false,0.6,false,true,0.8999999999999999
546,38m,64k,900,700ms,2.5,0.25,82m,6k,72m,48k,3g,3g,240s,2s,7,false,0.7999999999999999,true,true,0.7
547,82m,28k,900,700ms,3.5,0.5,74m,88k,64m,10k,4g,6g,80s,7s,6,false,0.6,false,true,0.7999999999999999
548,54m,50k,700,200ms,3.5,0.75,68m,10k,24m,76k,6g,3g,200s,8s,6,true,0.7,true,true,0.7999999999999999
549,8m,92k,900,100ms,3.5,0.25,74m,10k,96m,36k,10g,1g,140s,5s,4,true,0.7999999999999999,true,true,0.8999999999999999
550,110m,24k,900,400ms,2.0,0.25,118m,126k,80m,92k,4g,6g,100s,6s,3,true,0.6,false,true,0.7999999999999999
551,80m,2k,400,600ms,3.0,0.75,72m,126k,56m,84k,11g,3g,460s,6s,6,false,0.6,true,false,0.6
552,52m,24k,800,400ms,4.0,0.75,98m,124k,16m,70k,4g,10g,260s,3s,6,true,0.7,false,true,0.5
553,88m,118k,500,500ms,3.0,0.5,22m,88k,104m,24k,3g,11g,220s,5s,6,false,0.7,false,false,0.7
554,68m,40k,700,500ms,4.0,0.5,16m,126k,40m,46k,2g,1g,320s,2s,2,false,0.6,true,false,0.7
555,102m,90k,600,500ms,3.5,0.75,74m,70k,56m,118k,4g,6g,120s,4s,3,true,0.7,true,false,0.7999999999999999
556,110m,86k,400,200ms,3.0,0.5,34m,108k,24m,94k,6g,3g,200s,7s,1,true,0.6,true,false,0.7999999999999999
557,2m,96k,600,200ms,3.5,0.25,58m,106k,16m,36k,11g,8g,240s,3s,7,false,0.8999999999999999,true,true,0.6
558,112m,68k,300,800ms,2.5,0.5,108m,124k,120m,110k,2g,4g,480s,3s,7,false,0.6,false,false,0.6
559,58m,28k,800,900ms,4.5,0.5,72m,22k,24m,102k,8g,6g,420s,4s,6,true,0.5,false,false,0.7
560,64m,68k,400,300ms,1.5,0.5,104m,60k,48m,92k,6g,4g,200s,2s,5,true,0.6,true,true,0.7
561,46m,120k,600,300ms,2.0,0.25,10m,32k,80m,88k,5g,2g,60s,1s,1,false,0.5,false,true,0.7999999999999999
562,80m,42k,100,800ms,3.0,0.25,96m,54k,8m,12k,1g,9g,120s,2s,5,true,0.5,false,false,0.8999999999999999
563,96m,110k,500,700ms,4.0,0.75,70m,90k,48m,6k,1g,5g,140s,8s,3,false,0.8999999999999999,false,false,0.5
564,38m,80k,100,200ms,3.0,0.75,54m,122k,80m,98k,2g,11g,360s,6s,2,false,0.6,true,true,0.6
565,92m,60k,100,700ms,1.5,0.75,126m,16k,56m,88k,9g,10g,400s,3s,7,true,0.7,false,true,0.8999999999999999
566,92m,38k,600,500ms,4.0,0.5,72m,100k,88m,82k,3g,8g,160s,1s,4,true,0.7,false,true,0.8999999999999999
567,2m,20k,600,500ms,2.5,0.5,76m,36k,24m,76k,10g,10g,200s,6s,4,false,0.6,true,false,0.6
568,22m,24k,600,800ms,2.0,0.5,64m,16k,104m,90k,1g,4g,480s,8s,1,false,0.5,false,true,0.7999999999999999
569,84m,54k,600,100ms,3.0,0.75,122m,46k,64m,72k,4g,5g,440s,9s,3,false,0.7999999999999999,true,false,0.7999999999999999
570,78m,26k,700,500ms,2.5,0.25,32m,44k,120m,62k,11g,1g,160s,4s,3,true,0.7999999999999999,true,true,0.5
571,66m,70k,300,200ms,4.5,0.75,50m,66k,40m,52k,5g,11g,440s,6s,5,false,0.5,true,false,0.7
572,100m,72k,600,400ms,1.0,0.5,20m,68k,96m,126k,1g,6g,120s,4s,6,true,0.6,false,true,0.7
573,106m,30k,600,900ms,3.5,0.25,42m,52k,72m,62k,2g,1g,160s,2s,2,true,0.7,false,false,0.6
574,12m,118k,200,500ms,1.5,0.25,80m,84k,104m,104k,1g,2g,360s,4s,1,false,0.6,true,true,0.7999999999999999
575,2m,2k,800,700ms,4.5,0.5,72m,88k,104m,106k,10g,7g,80s,4s,3,false,0.5,true,false,0.6
576,16m,96k,500,400ms,3.0,0.75,38m,48k,112m,76k,11g,1g,320s,2s,2,false,0.7999999999999999,true,false,0.7
577,34m,56k,900,100ms,1.0,0.25,80m,106k,56m,116k,11g,11g,480s,9s,3,true,0.7,true,false,0.7999999999999999
578,34m,4k,500,700ms,2.5,0.75,74m,72k,96m,92k,4g,6g,400s,9s,6,false,0.7,false,false,0.6
579,66m,110k,500,700ms,2.5,0.75,86m,108k,48m,112k,11g,10g,300s,9s,6,false,0.6,false,false,0.5
580,48m,22k,800,900ms,4.0,0.75,126m,92k,88m,60k,6g,8g,240s,3s,3,true,0.6,false,true,0.8999999999999999
581,94m,28k,400,400ms,3.5,0.5,4m,60k,24m,22k,4g,7g,260s,3s,7,false,0.5,false,false,0.6
582,68m,22k,800,400ms,2.0,0.25,26m,100k,112m,108k,3g,4g,60s,1s,6,true,0.5,false,true,0.7
583,52m,34k,200,700ms,1.5,0.75,34m,8k,8m,60k,8g,1g,460s,4s,7,false,0.5,false,false,0.5
584,84m,64k,300,600ms,2.0,0.75,8m,12k,120m,36k,9g,2g,40s,7s,3,false,0.7,true,false,0.6
585,90m,64k,100,600ms,4.0,0.75,56m,114k,64m,58k,5g,11g,460s,4s,7,false,0.5,false,true,0.7
586,82m,84k,100,300ms,2.0,0.25,64m,70k,88m,98k,10g,1g,20s,6s,1,true,0.8999999999999999,false,true,0.5
587,54m,64k,500,100ms,3.0,0.5,12m,44k,56m,78k,11g,11g,340s,1s,4,true,0.5,true,true,0.7
588,28m,102k,500,300ms,2.0,0.25,40m,98k,48m,90k,6g,11g,440s,2s,7,true,0.5,true,true,0.8999999999999999
589,20m,16k,100,500ms,4.5,0.75,52m,12k,24m,112k,10g,1g,140s,1s,7,true,0.7999999999999999,false,true,0.7999999999999999
590,52m,12k,600,200ms,1.0,0.25,16m,78k,96m,44k,9g,2g,200s,3s,3,false,0.7999999999999999,true,true,0.7
591,78m,72k,700,800ms,1.0,0.25,126m,74k,32m,6k,4g,9g,60s,2s,5,false,0.5,false,true,0.8999999999999999
592,36m,88k,600,800ms,1.5,0.75,2m,58k,56m,54k,4g,7g,280s,6s,3,false,0.6,false,true,0.7
593,76m,50k,900,200ms,2.0,0.25,22m,26k,80m,108k,2g,7g,140s,1s,1,false,0.7999999999999999,false,true,0.7999999999999999
594,28m,12k,900,600ms,2.0,0.5,42m,126k,80m,64k,10g,2g,160s,5s,5,false,0.7,true,false,0.7
595,64m,74k,700,700ms,2.5,0.5,40m,60k,56m,48k,2g,1g,420s,2s,4,false,0.5,false,false,0.8999999999999999
596,46m,66k,900,700ms,3.5,0.25,50m,104k,72m,82k,2g,8g,320s,8s,4,true,0.6,false,true,0.8999999999999999
597,88m,34k,700,300ms,2.5,0.75,68m,114k,24m,34k,11g,2g,380s,3s,7,true,0.6,true,false,0.7999999999999999
598,72m,14k,600,200ms,2.0,0.5,6m,14k,104m,68k,11g,5g,40s,3s,3,false,0.7,false,false,0.7
599,50m,50k,500,800ms,1.5,0.75,48m,124k,32m,30k,9g,11g,320s,2s,4,true,0.6,true,false,0.7
600,70m,118k,800,300ms,1.5,0.25,6m,12k,8m,32k,8g,4g,260s,4s,7,false,0.7999999999999999,true,false,0.7999999999999999
601,66m,72k,700,800ms,2.5,0.25,66m,32k,120m,44k,5g,8g,440s,9s,2,false,0.6,false,false,0.8999999999999999
602,66m,46k,300,500ms,3.5,0.25,98m,36k,8m,20k,8g,10g,140s,2s,5,true,0.6,false,false,0.7
603,10m,114k,300,500ms,2.0,0.5,14m,56k,8m,34k,1g,11g,40s,8s,5,false,0.7999999999999999,false,false,0.8999999999999999
604,14m,88k,600,600ms,3.5,0.75,112m,2k,104m,122k,11g,7g,20s,2s,4,true,0.7,true,true,0.7
605,114m,104k,600,900ms,4.0,0.5,38m,46k,72m,26k,6g,6g,60s,5s,7,false,0.8999999999999999,false,true,0.5
606,38m,66k,500,200ms,4.5,0.5,102m,86k,120m,76k,1g,5g,320s,5s,4,true,0.7999999999999999,true,true,0.5
607,76m,94k,100,500ms,2.0,0.5,62m,122k,64m,86k,10g,7g,440s,8s,6,true,0.6,false,true,0.8999999999999999
608,48m,54k,200,700ms,3.5,0.75,88m,34k,112m,74k,10g,4g,80s,6s,5,false,0.7999999999999999,false,true,0.5
609,80m,38k,300,400ms,3.5,0.5,90m,100k,48m,82k,6g,3g,40s,8s,2,false,0.7999999999999999,false,true,0.7
610,98m,24k,700,800ms,2.5,0.25,64m,60k,16m,8k,5g,3g,400s,5s,6,true,0.7999999999999999,false,false,0.8999999999999999
611,42m,76k,400,700ms,3.5,0.75,36m,66k,48m,112k,2g,3g,260s,1s,4,false,0.6,true,false,0.7999999999999999
612,86m,42k,500,200ms,3.5,0.25,52m,30k,80m,4k,2g,1g,360s,9s,5,true,0.7,true,true,0.6
613,120m,58k,400,700ms,3.5,0.5,86m,14k,120m,28k,4g,2g,480s,7s,6,false,0.7999999999999999,true,true,0.5
614,54m,66k,300,100ms,3.5,0.75,22m,18k,80m,90k,1g,7g,260s,4s,5,false,0.7999999999999999,true,true,0.6
615,112m,70k,600,100ms,1.5,0.5,46m,38k,16m,48k,9g,7g,460s,1s,3,false,0.6,true,true,0.7999999999999999
616,100m,52k,800,900ms,4.0,0.5,62m,16k,120m,26k,1g,10g,440s,6s,2,true,0.7,false,false,0.7
617,118m,42k,500,800ms,3.0,0.5,102m,52k,72m,28k,11g,5g,300s,8s,6,false,0.7,true,false,0.6
618,66m,122k,200,600ms,2.0,0.75,30m,118k,40m,72k,7g,11g,400s,7s,3,false,0.7,false,false,0.7999999999999999
619,22m,90k,700,900ms,3.0,0.25,70m,56k,64m,36k,4g,11g,160s,6s,2,true,0.5,false,false,0.6
