,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
503,92,116,200,500,3.0,0.75,10,50,96,48,4,86,60,2,4,1,0.5,0,1,0.7999999999999999
504,92,98,300,400,4.5,0.25,98,68,88,28,4,12,320,7,5,0,0.7,0,0,0.6
505,38,82,700,200,4.5,0.25,104,52,40,122,6,89,140,7,7,1,0.5,0,0,0.7999999999999999
506,26,92,300,100,2.5,0.25,2,34,48,124,3,67,340,7,6,1,0.8999999999999999,1,0,0.5
507,4,66,300,600,2.5,0.25,70,2,48,66,3,42,420,2,6,0,0.6,1,0,0.5
508,94,110,400,200,4.5,0.75,62,2,56,76,2,34,100,4,2,0,0.8999999999999999,0,0,0.6
509,32,98,500,100,1.0,0.75,124,56,24,120,6,27,480,4,5,1,0.7999999999999999,0,1,0.7999999999999999
510,114,100,800,400,3.0,0.5,22,96,120,10,5,92,220,9,2,0,0.7,1,1,0.6
511,96,88,400,200,1.0,0.5,18,68,80,124,7,69,460,2,2,0,0.6,0,0,0.5
512,28,44,100,900,2.5,0.75,4,76,48,114,4,96,100,5,5,1,0.8999999999999999,1,1,0.7
513,4,102,100,300,1.0,0.75,68,126,88,72,1,21,260,6,2,0,0.7,0,1,0.7999999999999999
514,114,108,500,700,4.0,0.5,94,70,112,80,2,65,80,9,6,0,0.7999999999999999,0,1,0.7999999999999999
515,6,108,900,700,4.0,0.75,44,16,16,88,7,26,120,6,3,1,0.8999999999999999,0,0,0.7
516,76,6,500,700,3.5,0.25,98,98,56,88,5,70,360,5,2,0,0.7,0,0,0.7
517,70,8,100,500,2.0,0.5,116,110,48,46,6,54,480,9,6,1,0.6,1,1,0.5
518,62,124,400,600,3.5,0.75,116,82,72,66,6,125,20,4,1,0,0.7999999999999999,0,1,0.7
519,76,42,500,500,2.5,0.75,120,94,24,2,6,64,440,9,4,1,0.8999999999999999,1,1,0.5
520,54,34,400,800,3.5,0.75,48,98,64,124,4,102,160,1,6,1,0.7999999999999999,1,1,0.7
521,86,90,400,400,4.0,0.75,12,66,56,28,3,38,20,6,2,1,0.6,0,0,0.6
522,82,34,600,900,2.0,0.75,12,92,64,72,5,81,480,2,1,1,0.5,0,0,0.5
523,100,80,100,500,3.5,0.5,90,80,32,110,7,63,20,3,5,0,0.7999999999999999,0,1,0.7
524,40,26,300,200,3.5,0.75,114,90,96,14,5,11,360,7,6,0,0.5,1,0,0.8999999999999999
525,120,76,600,700,4.5,0.75,50,36,32,80,7,69,320,9,5,1,0.7,0,1,0.6
526,28,2,700,500,4.5,0.75,126,74,72,96,4,11,440,4,3,0,0.8999999999999999,1,0,0.7
527,96,34,900,600,4.0,0.5,122,80,64,72,1,90,400,9,5,0,0.7,0,1,0.7999999999999999
528,48,26,800,700,2.0,0.75,66,26,80,62,6,84,80,8,7,1,0.7,0,0,0.5
529,22,10,300,400,1.0,0.5,120,30,16,20,5,16,140,5,5,1,0.7,0,0,0.7
530,44,4,100,900,4.5,0.25,104,86,56,64,3,70,480,2,1,0,0.8999999999999999,1,1,0.8999999999999999
531,50,126,300,700,3.0,0.5,86,102,96,28,4,62,60,2,3,1,0.5,1,1,0.6
532,126,20,500,500,4.5,0.75,92,86,120,58,2,100,460,7,5,1,0.8999999999999999,0,1,0.8999999999999999
533,102,116,300,400,1.0,0.75,68,2,24,44,3,64,60,5,3,1,0.8999999999999999,1,0,0.5
534,102,122,400,700,2.0,0.75,64,2,64,50,5,27,220,4,4,0,0.8999999999999999,1,0,0.7
535,4,24,300,900,4.5,0.25,88,12,112,112,2,83,220,4,7,1,0.7,0,0,0.5
536,18,16,600,400,2.5,0.5,60,102,112,8,3,13,80,5,2,0,0.8999999999999999,1,1,0.5
537,100,44,700,200,1.5,0.25,30,120,24,62,5,24,280,1,5,0,0.7999999999999999,1,0,0.8999999999999999
538,6,78,100,300,1.5,0.75,6,82,64,38,3,90,260,8,5,0,0.5,0,0,0.7
539,32,8,600,100,3.5,0.5,70,58,80,124,2,117,280,6,3,1,0.7,1,0,0.7
540,66,68,500,700,1.5,0.25,22,62,24,106,4,121,140,3,7,0,0.5,0,1,0.7
541,60,118,800,500,2.5,0.75,126,98,48,114,2,61,80,1,6,1,0.8999999999999999,1,0,0.7
542,72,30,300,800,3.5,0.5,76,44,72,32,5,98,340,6,4,1,0.5,1,0,0.7999999999999999
543,60,2,500,100,3.5,0.5,8,66,96,126,5,99,380,7,2,1,0.8999999999999999,0,0,0.7999999999999999
544,6,74,900,500,3.5,0.25,44,92,104,118,4,95,60,3,7,0,0.8999999999999999,1,0,0.5
545,28,56,600,500,4.0,0.75,18,52,72,74,4,13,200,1,6,1,0.8999999999999999,1,0,0.7
546,48,102,400,900,3.5,0.75,96,122,112,92,7,63,400,2,6,0,0.7999999999999999,0,1,0.5
547,108,86,400,500,4.5,0.25,112,106,64,38,7,124,240,8,7,1,0.7999999999999999,0,1,0.7999999999999999
548,114,32,700,500,1.0,0.5,34,102,72,126,5,64,460,1,2,0,0.8999999999999999,1,1,0.7999999999999999
549,28,20,500,400,3.5,0.5,74,84,72,92,5,57,160,1,4,0,0.5,0,1,0.8999999999999999
550,38,4,400,600,4.5,0.75,112,4,16,122,6,27,180,5,1,1,0.5,1,1,0.8999999999999999
551,52,60,500,400,3.5,0.75,42,22,48,80,4,45,380,9,5,1,0.5,1,0,0.7
552,10,32,500,500,3.0,0.75,54,58,120,120,5,73,100,4,5,0,0.7999999999999999,1,0,0.6
553,98,10,200,400,4.0,0.75,42,4,56,32,1,100,100,3,2,0,0.5,1,0,0.7999999999999999
554,76,66,700,600,1.5,0.75,46,96,64,54,2,101,220,4,1,0,0.6,0,0,0.6
555,78,62,600,500,4.0,0.25,56,96,104,100,4,47,360,2,2,1,0.8999999999999999,0,1,0.6
556,74,52,600,400,4.5,0.5,38,94,104,110,7,39,180,5,2,0,0.7,0,1,0.6
557,78,38,400,700,3.5,0.5,34,122,112,20,6,95,40,9,6,0,0.7999999999999999,0,1,0.7
558,80,34,200,200,2.0,0.25,80,48,48,34,7,112,340,6,6,1,0.7999999999999999,0,0,0.8999999999999999
559,36,102,700,300,3.0,0.25,86,74,80,14,6,117,460,1,1,0,0.7999999999999999,1,1,0.8999999999999999
560,122,4,900,200,2.0,0.25,36,80,88,42,1,77,80,2,3,0,0.6,0,1,0.6
561,60,80,700,300,4.5,0.25,74,74,8,28,3,125,320,3,2,0,0.5,0,0,0.8999999999999999
562,52,120,500,100,2.5,0.25,112,82,16,68,2,12,220,7,3,0,0.6,0,0,0.7999999999999999
563,36,120,100,600,1.5,0.75,42,96,72,62,4,8,340,9,4,1,0.6,0,1,0.7999999999999999
564,92,62,400,500,4.5,0.25,40,120,120,40,4,84,380,9,4,1,0.6,1,0,0.7999999999999999
565,106,30,700,600,1.5,0.25,32,66,72,12,2,28,180,6,1,0,0.7,1,1,0.8999999999999999
566,46,8,300,200,3.5,0.25,102,60,32,98,7,74,160,1,1,1,0.7999999999999999,0,0,0.7999999999999999
567,106,36,300,100,2.5,0.5,20,48,16,104,6,88,300,1,6,1,0.7,0,0,0.6
568,72,118,900,400,4.0,0.25,62,20,8,80,1,63,480,4,6,1,0.8999999999999999,0,0,0.7999999999999999
569,124,10,700,100,4.0,0.75,58,36,40,66,1,72,140,1,7,1,0.7,1,0,0.6
570,92,98,100,600,1.0,0.25,38,62,96,64,3,46,440,4,5,0,0.8999999999999999,1,1,0.8999999999999999
571,106,118,800,800,2.0,0.5,82,40,8,6,4,77,60,6,5,1,0.8999999999999999,0,1,0.6
572,52,72,300,900,4.5,0.25,68,100,8,78,1,91,200,2,7,0,0.7999999999999999,0,1,0.7999999999999999
573,108,112,100,100,2.0,0.5,102,48,72,26,2,80,240,6,3,1,0.7,0,0,0.7
574,90,32,800,800,3.0,0.75,62,6,96,72,2,95,100,8,7,0,0.6,1,0,0.7999999999999999
575,42,116,500,200,3.5,0.5,60,38,32,18,5,76,420,9,5,1,0.7999999999999999,1,1,0.7999999999999999
576,42,92,400,200,2.5,0.25,62,16,120,86,2,13,20,2,3,1,0.7999999999999999,1,1,0.7999999999999999
577,110,84,800,200,4.0,0.5,40,18,48,28,7,107,380,9,1,1,0.5,0,1,0.8999999999999999
578,104,102,400,900,4.5,0.75,22,100,56,8,5,101,200,7,2,0,0.5,0,1,0.7
579,74,32,700,100,2.5,0.5,108,38,112,12,5,93,140,8,7,1,0.5,0,0,0.5
580,2,18,400,500,4.5,0.75,24,70,16,74,5,19,460,2,5,0,0.7999999999999999,0,0,0.6
581,84,54,200,500,1.0,0.25,86,126,96,42,4,67,300,4,2,1,0.8999999999999999,1,1,0.5
582,52,90,200,200,2.0,0.5,126,114,32,74,4,112,100,1,4,1,0.5,1,0,0.7
583,122,46,200,700,1.0,0.5,36,102,16,118,3,68,120,7,6,0,0.7,0,0,0.6
584,82,124,800,600,4.5,0.25,40,4,8,20,2,65,420,4,6,1,0.8999999999999999,1,1,0.7999999999999999
585,36,80,100,100,1.5,0.75,12,98,112,106,5,55,280,4,2,1,0.8999999999999999,1,0,0.5
586,112,58,900,800,1.0,0.75,4,18,32,12,5,23,240,6,5,0,0.8999999999999999,0,0,0.5
587,96,78,900,500,2.5,0.5,110,44,8,56,2,99,120,5,5,1,0.7,1,1,0.6
588,108,64,100,400,2.0,0.5,90,124,40,48,3,46,180,1,2,0,0.5,1,0,0.6
589,122,80,600,900,4.5,0.75,28,100,16,92,7,65,20,2,4,0,0.8999999999999999,0,1,0.7
590,102,98,200,800,3.0,0.5,112,28,72,68,2,83,240,4,2,1,0.5,1,1,0.8999999999999999
591,28,80,100,700,4.5,0.75,62,12,80,74,5,30,320,9,5,1,0.6,1,0,0.7
592,10,68,300,300,2.5,0.5,44,2,96,80,7,99,160,4,2,1,0.7,1,0,0.6
593,124,72,100,500,1.5,0.25,64,22,72,24,1,120,280,2,5,0,0.6,1,1,0.7999999999999999
594,60,54,100,100,3.5,0.25,32,38,88,92,7,66,300,4,6,0,0.7,1,0,0.7
595,90,124,700,900,2.5,0.25,62,62,8,112,5,67,380,6,7,0,0.7999999999999999,0,0,0.7999999999999999
596,82,98,400,500,2.0,0.25,34,102,48,30,2,96,440,9,4,1,0.6,0,1,0.8999999999999999
597,36,90,600,800,4.0,0.75,28,68,8,4,7,70,180,6,1,0,0.7,0,1,0.8999999999999999
598,118,66,200,300,1.0,0.5,30,124,112,70,7,28,100,4,7,0,0.7999999999999999,0,0,0.8999999999999999
599,76,66,700,300,4.5,0.25,2,76,64,2,1,109,320,1,1,1,0.7,0,1,0.7999999999999999
600,116,8,700,300,1.5,0.75,34,50,88,44,1,47,260,5,1,0,0.6,0,1,0.8999999999999999
601,18,26,900,400,1.0,0.5,84,46,48,28,3,60,260,3,7,1,0.5,1,0,0.7
602,52,72,500,100,4.0,0.5,2,124,56,86,1,47,140,6,2,1,0.8999999999999999,0,1,0.8999999999999999
603,50,84,500,500,2.5,0.25,26,110,32,122,2,100,400,1,3,0,0.7999999999999999,0,1,0.6
604,36,4,300,900,1.5,0.25,112,12,112,106,2,96,260,7,6,1,0.5,0,1,0.7
605,118,72,500,900,1.5,0.75,62,80,88,22,4,64,280,2,3,1,0.8999999999999999,1,1,0.7
606,72,26,100,900,2.5,0.75,98,82,80,36,6,48,420,2,5,1,0.5,1,0,0.8999999999999999
607,82,58,300,400,3.0,0.25,120,116,56,66,1,74,40,7,4,0,0.6,1,1,0.7999999999999999
608,42,76,700,300,1.0,0.25,28,118,40,110,4,63,20,3,1,1,0.8999999999999999,0,1,0.8999999999999999
609,20,66,700,900,3.5,0.25,72,110,32,60,2,95,20,1,5,1,0.7999999999999999,0,0,0.7999999999999999
610,42,22,800,800,4.5,0.5,88,16,32,12,3,99,40,5,3,0,0.7999999999999999,0,1,0.6
611,48,14,200,900,1.5,0.25,102,22,64,106,1,42,260,4,7,0,0.5,1,0,0.7999999999999999
612,60,124,200,400,4.0,0.25,26,14,88,10,7,30,160,7,2,0,0.7999999999999999,1,0,0.7
613,110,8,800,900,1.5,0.5,70,114,104,96,5,10,160,5,7,1,0.6,0,1,0.7999999999999999
614,12,26,700,100,3.0,0.25,82,104,40,32,4,17,340,8,7,1,0.7999999999999999,0,0,0.8999999999999999
615,22,32,600,200,1.0,0.75,76,106,112,2,1,127,480,3,3,1,0.7999999999999999,0,0,0.7
616,40,54,400,500,2.0,0.5,110,8,72,106,2,101,60,7,5,1,0.6,0,0,0.6
617,80,34,600,100,4.5,0.25,64,16,120,56,4,58,440,4,1,1,0.8999999999999999,1,1,0.5
618,52,76,400,300,1.5,0.75,120,112,24,74,6,61,480,2,6,1,0.5,0,0,0.5
619,26,32,800,300,2.0,0.5,38,92,104,102,6,57,400,9,7,0,0.6,0,0,0.7
620,68,22,900,200,2.5,0.75,8,106,96,34,1,65,100,3,3,1,0.8999999999999999,1,0,0.7
621,98,34,100,400,1.0,0.5,4,58,120,48,4,44,180,9,7,1,0.6,1,0,0.6
622,98,12,700,300,1.0,0.5,26,38,48,48,2,102,180,6,5,1,0.7999999999999999,0,0,0.6
623,100,50,800,600,3.0,0.75,36,62,80,124,5,44,260,1,1,0,0.7,1,0,0.7
624,2,98,800,400,3.5,0.75,16,24,40,16,3,16,400,7,2,1,0.8999999999999999,0,1,0.7999999999999999
625,44,116,900,500,1.0,0.25,32,8,32,120,5,98,320,8,7,1,0.8999999999999999,0,1,0.6
626,106,52,600,400,2.5,0.75,116,118,104,114,6,84,280,1,4,0,0.6,1,0,0.7
627,122,50,300,100,4.0,0.25,2,46,80,94,7,99,340,2,5,1,0.7999999999999999,1,0,0.7
628,86,126,700,500,1.5,0.25,124,22,96,62,4,15,420,6,1,1,0.7999999999999999,1,1,0.7
629,122,92,400,300,4.5,0.25,38,60,48,44,7,80,240,5,7,0,0.6,1,0,0.7999999999999999
630,54,28,200,900,1.5,0.75,4,72,32,114,3,63,20,1,6,0,0.7999999999999999,0,1,0.8999999999999999
631,86,76,600,700,1.5,0.5,122,114,88,98,5,43,480,9,3,0,0.5,0,1,0.8999999999999999
632,46,40,600,600,4.5,0.75,26,52,112,118,1,18,60,6,3,0,0.6,1,1,0.6
633,66,98,200,500,4.5,0.25,16,48,16,10,3,122,200,5,6,1,0.8999999999999999,1,0,0.5
634,6,64,100,500,1.0,0.5,28,32,120,40,5,17,280,4,3,1,0.7999999999999999,1,0,0.8999999999999999
635,12,94,600,800,2.5,0.25,44,90,40,14,1,120,280,3,5,0,0.6,1,1,0.8999999999999999
636,114,8,100,200,1.0,0.75,36,10,120,76,1,55,360,6,4,1,0.6,1,0,0.5
637,18,52,700,300,4.0,0.25,82,44,48,36,5,16,440,4,3,1,0.7,0,1,0.5
638,18,6,200,900,3.5,0.5,70,6,40,14,5,53,460,8,2,1,0.7999999999999999,1,0,0.7999999999999999
639,110,24,700,100,4.5,0.5,126,78,88,94,3,92,160,2,5,1,0.7,1,1,0.7
640,56,34,700,300,2.5,0.25,60,68,88,82,4,95,480,2,3,0,0.8999999999999999,0,0,0.5
641,78,94,500,200,4.5,0.5,22,88,120,52,2,10,120,4,1,1,0.5,0,1,0.8999999999999999
642,94,82,900,200,3.5,0.5,110,60,96,14,6,60,460,8,4,0,0.6,0,1,0.6
643,32,88,200,800,4.5,0.75,4,52,120,8,5,54,260,7,6,0,0.7,1,0,0.5
644,122,112,700,400,2.0,0.25,42,122,80,60,5,114,400,8,3,0,0.7999999999999999,0,0,0.8999999999999999
645,20,68,900,400,2.5,0.25,104,90,48,8,1,50,200,3,1,0,0.5,0,1,0.7
646,48,80,500,800,2.5,0.5,102,8,8,22,3,108,380,7,5,1,0.6,0,1,0.8999999999999999
647,122,4,500,500,2.0,0.25,90,92,88,6,1,17,460,2,4,0,0.7,0,1,0.8999999999999999
648,122,98,700,500,2.5,0.75,120,116,24,2,7,36,180,8,7,0,0.5,1,1,0.6
649,112,42,500,200,1.0,0.25,84,14,8,60,3,31,200,4,1,0,0.8999999999999999,0,1,0.8999999999999999
650,8,56,600,100,2.0,0.25,12,36,96,10,2,22,480,4,4,0,0.7999999999999999,0,0,0.7999999999999999
651,92,66,600,900,4.5,0.75,28,50,48,82,2,13,60,3,5,1,0.8999999999999999,0,1,0.5
652,22,22,700,700,2.0,0.5,104,80,32,66,1,45,380,5,5,0,0.6,0,0,0.7999999999999999
653,98,104,800,400,4.0,0.25,104,114,48,102,4,14,60,9,4,0,0.7999999999999999,0,0,0.6
654,78,122,500,100,1.0,0.5,68,98,120,10,4,67,460,7,2,1,0.8999999999999999,0,0,0.7
655,4,38,800,700,2.5,0.75,8,116,80,96,3,127,340,3,6,1,0.7999999999999999,0,0,0.7
656,28,114,200,100,2.0,0.25,126,52,48,70,7,52,120,1,2,1,0.8999999999999999,0,1,0.8999999999999999
657,26,98,200,700,1.5,0.25,74,28,24,42,4,71,380,2,7,0,0.8999999999999999,0,1,0.7999999999999999
658,78,72,500,400,2.0,0.5,122,72,72,98,6,18,180,3,7,1,0.6,0,1,0.7999999999999999
659,50,40,500,400,3.0,0.75,72,86,8,46,2,82,60,6,5,1,0.7999999999999999,1,0,0.5
660,10,114,700,200,4.5,0.75,60,112,16,84,1,82,440,7,2,1,0.7999999999999999,1,0,0.8999999999999999
661,36,26,600,400,2.0,0.75,42,92,80,126,6,72,100,9,7,1,0.7,1,0,0.7
662,90,74,300,900,1.5,0.25,72,78,96,34,3,110,60,9,2,1,0.7,0,1,0.8999999999999999
663,32,98,600,700,4.0,0.5,112,32,8,48,3,107,280,6,6,1,0.7,1,0,0.8999999999999999
664,4,36,300,200,4.5,0.75,6,44,32,82,5,29,40,5,5,1,0.6,0,1,0.8999999999999999
665,76,120,700,100,4.0,0.5,36,88,56,56,4,72,340,3,7,0,0.7999999999999999,0,1,0.6
666,120,114,300,300,1.0,0.75,16,62,120,100,5,53,60,1,2,0,0.6,1,0,0.5
667,90,110,300,400,3.5,0.25,106,114,96,52,7,37,380,8,1,1,0.6,1,0,0.6
668,118,96,800,600,2.5,0.75,118,118,112,62,3,20,380,7,5,1,0.8999999999999999,0,0,0.8999999999999999
669,74,98,500,100,3.5,0.75,112,124,64,8,1,95,360,9,7,1,0.8999999999999999,0,1,0.7
670,48,88,400,400,2.0,0.75,84,102,32,98,5,61,420,7,1,0,0.7,1,1,0.6
671,16,66,100,600,3.0,0.75,16,126,96,122,3,42,320,9,5,1,0.7,1,1,0.7999999999999999
672,96,12,200,200,2.0,0.75,32,86,56,118,1,125,200,2,1,1,0.7,0,1,0.6
673,116,42,100,300,1.0,0.25,4,96,96,76,4,106,400,4,2,1,0.7,0,1,0.8999999999999999
674,92,106,500,400,4.0,0.5,104,114,96,60,5,126,260,9,5,1,0.8999999999999999,0,0,0.5
675,126,84,400,800,4.0,0.75,50,96,96,124,7,57,20,2,2,1,0.6,1,1,0.7999999999999999
676,56,112,600,300,4.5,0.5,72,112,8,98,4,10,20,8,4,0,0.8999999999999999,1,1,0.6
677,92,70,300,300,4.5,0.25,42,104,24,72,4,103,360,3,5,1,0.6,1,1,0.5
678,104,64,700,700,4.0,0.75,84,64,32,38,6,24,460,6,4,0,0.7999999999999999,0,1,0.7
679,98,60,100,300,2.0,0.25,60,62,80,96,6,41,60,3,5,0,0.8999999999999999,1,1,0.6
680,50,28,900,700,2.5,0.75,8,72,8,30,1,10,340,7,2,1,0.5,0,0,0.7
681,54,92,400,400,3.0,0.5,26,14,64,60,5,106,100,6,1,1,0.6,0,1,0.7
682,68,106,100,500,4.0,0.75,46,20,120,42,5,121,300,3,3,1,0.8999999999999999,0,1,0.7999999999999999
683,68,110,800,100,4.5,0.5,56,88,112,2,1,35,40,4,5,1,0.8999999999999999,1,1,0.6
684,50,72,500,400,2.5,0.5,40,64,104,14,7,46,60,7,2,0,0.6,0,0,0.7
685,24,84,400,900,3.0,0.5,44,46,80,76,6,19,320,8,4,1,0.5,0,0,0.7
686,78,24,500,900,2.5,0.75,30,36,24,120,3,69,180,7,3,1,0.6,1,1,0.7999999999999999
687,96,44,800,400,3.5,0.5,28,92,120,64,1,44,360,1,4,1,0.8999999999999999,1,0,0.6
688,34,64,500,200,4.0,0.25,112,52,80,102,2,105,420,4,7,1,0.8999999999999999,1,0,0.7
689,50,72,100,200,4.5,0.25,94,98,88,126,5,10,240,2,1,0,0.6,1,1,0.5
690,28,18,700,400,4.0,0.75,8,66,8,40,2,28,260,2,6,0,0.7999999999999999,1,1,0.6
691,46,20,100,400,1.0,0.25,120,36,72,60,5,51,180,5,6,1,0.7999999999999999,0,1,0.5
692,116,48,700,900,4.0,0.5,4,90,104,92,3,59,60,6,4,0,0.6,1,1,0.7
693,88,8,100,400,1.5,0.25,112,108,56,6,4,100,240,4,5,0,0.8999999999999999,1,0,0.7999999999999999
694,40,82,800,500,2.0,0.75,26,16,120,108,7,64,60,9,1,1,0.7,0,0,0.7999999999999999
695,28,2,600,300,1.0,0.75,114,110,120,20,6,121,180,3,2,0,0.5,0,0,0.7
696,118,86,200,400,3.0,0.25,102,54,24,48,4,70,60,1,5,0,0.6,0,1,0.8999999999999999
697,8,16,900,500,1.5,0.5,24,82,96,114,2,35,140,3,3,0,0.6,0,1,0.6
698,62,110,300,200,3.5,0.75,92,74,32,78,4,69,60,9,7,1,0.7999999999999999,1,0,0.7999999999999999
699,84,64,700,500,1.5,0.25,84,84,88,74,3,37,380,1,3,1,0.8999999999999999,0,0,0.8999999999999999
700,74,62,300,500,3.5,0.75,38,100,16,100,7,111,120,5,3,0,0.8999999999999999,1,0,0.7
701,68,22,400,100,4.0,0.75,106,120,64,46,2,42,240,3,6,0,0.6,1,0,0.5
702,38,70,500,700,2.5,0.25,74,32,40,82,6,121,320,1,1,0,0.7,0,1,0.8999999999999999
703,90,90,200,300,1.0,0.25,40,24,64,12,7,70,460,7,2,0,0.8999999999999999,0,0,0.7
704,42,92,400,700,2.0,0.25,112,8,40,2,7,86,380,8,6,0,0.8999999999999999,0,1,0.7999999999999999
705,46,102,900,400,1.5,0.5,116,62,120,90,5,74,120,8,6,1,0.7999999999999999,1,1,0.6
706,18,98,700,600,3.5,0.5,100,20,48,18,7,59,160,2,2,1,0.7,0,0,0.7999999999999999
707,74,6,300,100,3.5,0.5,126,96,48,28,6,15,100,5,7,0,0.5,1,0,0.5
708,102,26,700,200,2.0,0.25,108,40,64,30,4,43,400,6,4,0,0.5,0,1,0.7
709,46,122,600,400,2.5,0.5,108,94,24,104,1,14,140,2,3,0,0.7999999999999999,1,1,0.5
710,6,32,500,800,4.0,0.5,100,114,72,70,5,68,460,5,6,0,0.7,0,0,0.6
711,110,124,300,900,2.5,0.75,78,46,104,72,5,87,60,3,4,0,0.5,0,0,0.5
712,82,18,900,800,4.5,0.25,100,48,112,18,6,90,80,7,4,1,0.7999999999999999,0,1,0.6
713,88,116,300,400,4.5,0.75,32,82,40,40,5,10,160,9,1,0,0.5,1,1,0.7
714,44,66,200,300,2.0,0.25,92,60,24,84,5,121,180,3,5,1,0.7999999999999999,1,0,0.5
715,92,126,400,300,4.0,0.5,120,40,88,76,6,117,320,9,1,0,0.6,0,1,0.7999999999999999
716,104,80,700,300,1.5,0.25,100,84,104,20,5,31,240,1,4,0,0.7,0,1,0.6
717,98,38,200,500,3.0,0.75,70,44,120,108,6,101,60,5,6,1,0.5,1,0,0.6
718,36,86,200,600,1.0,0.25,122,62,32,44,2,43,280,6,3,0,0.5,0,0,0.7
719,112,38,600,500,2.0,0.75,28,90,64,30,2,18,360,1,6,0,0.8999999999999999,0,1,0.8999999999999999
720,60,44,800,700,4.0,0.25,76,72,104,26,5,127,340,5,4,0,0.7,0,0,0.6
721,108,4,700,700,2.5,0.5,30,28,40,20,2,61,20,2,5,0,0.7,1,1,0.5
722,72,98,500,100,4.0,0.75,48,92,72,78,5,19,360,3,3,0,0.8999999999999999,1,0,0.7999999999999999
723,18,102,400,500,3.0,0.5,88,52,32,70,5,54,300,6,6,0,0.7,0,0,0.7999999999999999
724,36,24,900,600,3.5,0.25,22,10,112,28,1,25,120,2,2,0,0.7999999999999999,0,1,0.5
725,114,50,100,700,3.0,0.5,126,24,48,78,7,118,280,9,1,1,0.7,0,0,0.8999999999999999
726,4,22,100,700,2.5,0.5,114,100,72,30,4,22,80,2,3,0,0.5,1,0,0.7999999999999999
727,34,108,900,200,1.0,0.25,104,110,96,114,7,91,320,6,7,0,0.6,0,1,0.8999999999999999
728,84,12,100,800,1.5,0.75,82,24,8,70,5,113,400,1,6,1,0.7,1,1,0.7
729,116,74,700,900,2.5,0.25,124,92,72,2,7,17,80,6,2,1,0.7999999999999999,1,0,0.6
730,114,40,200,300,1.5,0.75,8,64,56,58,3,90,140,2,7,0,0.6,0,1,0.6
731,76,18,700,500,4.0,0.5,8,106,64,72,2,110,20,9,4,1,0.7,0,1,0.7999999999999999
732,20,8,100,900,1.0,0.25,58,112,8,100,2,106,240,3,1,0,0.8999999999999999,0,0,0.6
733,100,52,100,900,2.5,0.5,22,102,32,62,5,109,420,9,7,0,0.5,0,0,0.7999999999999999
734,8,62,300,600,2.5,0.25,110,48,72,32,4,33,240,4,2,1,0.7,0,1,0.8999999999999999
735,40,96,900,500,4.0,0.5,126,108,80,4,1,80,420,3,6,1,0.7999999999999999,1,1,0.8999999999999999
736,62,16,300,600,2.0,0.5,62,18,24,84,5,123,460,9,7,0,0.6,0,1,0.8999999999999999
737,74,12,500,200,2.0,0.5,38,10,64,18,1,47,460,2,7,0,0.6,0,1,0.5
738,48,66,200,100,3.0,0.25,10,56,48,122,7,119,260,8,1,1,0.7,1,1,0.7
739,16,96,800,100,4.5,0.75,94,98,104,20,7,9,480,3,1,1,0.5,1,1,0.7
740,2,28,800,300,1.0,0.75,74,86,112,40,2,46,360,9,4,0,0.7,1,0,0.7
741,78,110,500,700,3.0,0.25,14,104,8,8,2,72,160,3,3,0,0.6,1,0,0.8999999999999999
742,78,92,200,300,2.5,0.25,84,34,120,76,4,119,200,7,4,0,0.6,0,1,0.7999999999999999
743,52,78,600,700,2.5,0.25,74,94,72,26,4,58,220,4,5,1,0.6,1,1,0.5
744,42,122,900,800,2.0,0.75,14,38,88,4,7,65,140,1,6,1,0.6,1,1,0.8999999999999999
745,64,20,400,700,3.5,0.5,112,76,48,2,4,57,40,9,2,1,0.7999999999999999,1,0,0.6
746,20,104,900,400,4.0,0.75,62,108,8,82,1,88,20,3,6,1,0.5,1,0,0.7999999999999999
747,104,42,200,500,3.0,0.25,96,116,64,24,7,114,140,9,6,1,0.5,0,1,0.8999999999999999
748,36,114,500,700,3.0,0.25,4,48,120,68,6,36,360,9,4,1,0.5,0,0,0.8999999999999999
749,96,58,900,400,4.5,0.5,122,66,88,84,4,122,40,2,2,0,0.8999999999999999,1,0,0.5
750,124,10,900,200,4.5,0.25,76,110,120,86,2,125,400,9,1,0,0.5,0,1,0.5
751,32,116,900,800,3.5,0.25,88,16,56,50,6,56,320,1,4,0,0.7999999999999999,1,0,0.6
752,40,114,100,600,3.0,0.25,96,122,88,22,4,68,280,2,2,0,0.5,1,0,0.7999999999999999
753,72,14,700,200,4.0,0.75,74,110,64,28,3,52,140,9,3,1,0.5,0,1,0.7
754,108,110,200,200,2.0,0.5,116,6,88,60,7,82,180,9,6,1,0.6,1,1,0.7
755,40,34,400,400,3.5,0.75,72,66,104,122,1,29,460,9,6,1,0.6,1,0,0.7
