,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
986,102m,28k,600,700ms,3.0,0.25,78m,114k,88m,82k,6g,3g,480s,3s,4,true,0.8999999999999999,true,false,0.7
987,50m,54k,600,700ms,4.0,0.75,32m,98k,88m,64k,3g,4g,300s,4s,4,false,0.7,false,true,0.8999999999999999
988,76m,30k,900,100ms,2.5,0.5,16m,32k,120m,28k,7g,2g,300s,5s,6,true,0.5,false,true,0.6
989,122m,46k,100,500ms,2.0,0.25,8m,84k,32m,14k,11g,9g,180s,8s,2,false,0.8999999999999999,false,true,0.6
990,28m,100k,800,500ms,1.0,0.75,68m,20k,32m,110k,11g,7g,420s,1s,7,false,0.7,true,true,0.8999999999999999
991,50m,14k,900,100ms,4.0,0.75,70m,38k,112m,42k,7g,11g,340s,7s,6,true,0.7,false,false,0.8999999999999999
992,104m,78k,200,900ms,4.0,0.75,28m,64k,104m,26k,4g,9g,340s,6s,6,false,0.7,true,true,0.7
993,108m,100k,400,600ms,3.5,0.5,112m,86k,48m,40k,1g,5g,440s,9s,1,false,0.8999999999999999,false,true,0.8999999999999999
994,100m,16k,200,500ms,2.5,0.5,44m,112k,104m,98k,3g,1g,140s,3s,5,true,0.7999999999999999,false,false,0.7
995,70m,58k,900,600ms,4.0,0.5,74m,26k,120m,10k,2g,1g,20s,2s,6,false,0.7,false,false,0.6
996,44m,118k,400,600ms,2.5,0.5,88m,4k,40m,52k,6g,10g,260s,2s,4,true,0.7,false,false,0.8999999999999999
997,96m,68k,800,400ms,4.5,0.25,50m,2k,88m,74k,2g,8g,260s,5s,3,true,0.7,false,false,0.7
998,18m,66k,700,400ms,4.0,0.75,22m,26k,56m,76k,3g,2g,300s,1s,6,false,0.6,true,true,0.7999999999999999
999,96m,30k,800,500ms,4.0,0.5,8m,8k,88m,42k,2g,7g,400s,9s,4,false,0.5,true,false,0.7999999999999999
1000,56m,46k,700,900ms,3.5,0.75,56m,124k,120m,112k,6g,2g,120s,7s,3,false,0.7999999999999999,true,false,0.5
1001,40m,24k,900,400ms,2.0,0.25,116m,108k,72m,18k,9g,11g,300s,1s,1,true,0.7999999999999999,true,true,0.7
1002,70m,32k,600,600ms,4.0,0.25,102m,50k,72m,16k,11g,4g,420s,1s,7,false,0.7,true,false,0.7
1003,122m,100k,400,700ms,4.0,0.75,4m,52k,56m,94k,6g,2g,460s,5s,2,false,0.7999999999999999,true,true,0.6
1004,114m,66k,400,800ms,4.5,0.25,92m,4k,8m,124k,2g,10g,440s,9s,4,true,0.7,true,false,0.8999999999999999
1005,38m,44k,800,700ms,1.5,0.75,78m,92k,88m,100k,3g,4g,20s,5s,2,false,0.5,true,false,0.6
1006,50m,110k,400,200ms,2.5,0.5,58m,78k,48m,96k,3g,4g,420s,3s,4,true,0.8999999999999999,false,false,0.7999999999999999
1007,108m,48k,600,700ms,2.0,0.75,10m,12k,104m,18k,5g,5g,220s,9s,2,true,0.5,true,true,0.7999999999999999
1008,64m,74k,700,800ms,4.5,0.25,118m,62k,104m,20k,5g,4g,240s,9s,3,false,0.8999999999999999,true,true,0.5
1009,22m,32k,400,900ms,3.5,0.5,106m,86k,8m,114k,4g,4g,20s,4s,1,true,0.7,true,true,0.6
1010,12m,52k,900,100ms,1.5,0.75,50m,74k,80m,58k,9g,11g,140s,3s,6,true,0.8999999999999999,true,false,0.5
1011,90m,22k,200,600ms,1.0,0.25,70m,94k,8m,50k,10g,2g,340s,9s,7,true,0.8999999999999999,true,true,0.6
1012,18m,34k,100,400ms,2.0,0.75,8m,92k,56m,72k,2g,2g,200s,9s,1,true,0.8999999999999999,true,true,0.6
1013,100m,34k,400,200ms,3.5,0.5,62m,54k,72m,10k,3g,3g,200s,3s,4,false,0.6,false,true,0.7999999999999999
1014,68m,90k,800,700ms,1.0,0.75,28m,22k,32m,86k,4g,5g,40s,6s,4,true,0.6,true,true,0.8999999999999999
1015,16m,86k,500,900ms,1.0,0.75,14m,56k,48m,60k,2g,8g,60s,2s,2,false,0.7999999999999999,false,false,0.7
1016,28m,60k,600,400ms,1.5,0.75,108m,78k,80m,64k,1g,11g,440s,2s,2,false,0.7,false,false,0.8999999999999999
1017,78m,38k,900,200ms,1.0,0.5,126m,102k,88m,108k,3g,4g,280s,8s,6,true,0.7,true,false,0.5
1018,102m,54k,400,500ms,1.0,0.25,16m,114k,120m,46k,11g,7g,360s,3s,7,false,0.7999999999999999,true,false,0.5
1019,82m,54k,300,300ms,2.0,0.75,56m,4k,104m,36k,6g,9g,380s,6s,5,true,0.7999999999999999,false,true,0.7999999999999999
1020,4m,10k,500,200ms,2.5,0.5,40m,58k,80m,70k,4g,11g,160s,3s,1,true,0.8999999999999999,true,false,0.6
1021,56m,34k,400,800ms,2.0,0.5,82m,96k,120m,102k,7g,3g,180s,8s,1,false,0.5,true,false,0.6
1022,118m,8k,500,600ms,2.5,0.25,116m,100k,8m,86k,9g,5g,320s,9s,4,false,0.7999999999999999,false,true,0.6
1023,78m,34k,300,700ms,4.0,0.5,64m,70k,96m,122k,10g,4g,200s,2s,4,false,0.8999999999999999,false,false,0.6
1024,14m,104k,800,500ms,2.0,0.25,122m,34k,32m,124k,2g,2g,220s,4s,6,false,0.8999999999999999,false,true,0.8999999999999999
1025,30m,90k,500,900ms,1.5,0.75,110m,26k,48m,48k,9g,11g,340s,7s,1,false,0.7999999999999999,true,false,0.5
1026,48m,120k,500,200ms,1.5,0.5,20m,8k,112m,116k,5g,11g,440s,1s,1,false,0.7,false,true,0.7
1027,90m,62k,500,100ms,1.5,0.75,94m,14k,56m,80k,6g,2g,100s,6s,5,false,0.5,false,false,0.7999999999999999
1028,26m,114k,100,800ms,4.0,0.75,42m,6k,40m,28k,7g,8g,340s,3s,6,false,0.7999999999999999,true,true,0.6
1029,54m,104k,400,300ms,2.5,0.5,124m,110k,24m,12k,7g,2g,180s,8s,5,true,0.7,true,false,0.6
1030,8m,28k,500,200ms,4.5,0.5,10m,64k,120m,12k,4g,4g,480s,2s,6,true,0.7999999999999999,true,false,0.7999999999999999
1031,44m,76k,600,700ms,1.5,0.25,100m,76k,56m,58k,8g,10g,320s,8s,7,false,0.6,false,false,0.8999999999999999
1032,2m,18k,400,600ms,1.0,0.75,48m,22k,40m,8k,5g,8g,80s,2s,3,false,0.5,true,false,0.6
1033,58m,118k,400,300ms,4.5,0.75,120m,66k,56m,78k,1g,4g,200s,6s,7,true,0.6,true,true,0.8999999999999999
1034,110m,70k,100,800ms,3.0,0.75,12m,48k,112m,8k,4g,1g,260s,1s,3,true,0.7999999999999999,true,false,0.7999999999999999
1035,38m,14k,300,400ms,3.0,0.75,16m,26k,32m,82k,7g,9g,340s,5s,1,false,0.5,true,true,0.5
1036,78m,82k,100,500ms,2.0,0.5,106m,74k,24m,42k,11g,9g,40s,3s,5,true,0.5,false,false,0.6
1037,68m,82k,500,200ms,4.5,0.25,18m,38k,80m,34k,4g,11g,360s,5s,3,false,0.8999999999999999,true,false,0.8999999999999999
1038,78m,100k,200,700ms,1.0,0.75,44m,16k,40m,72k,2g,6g,360s,2s,7,true,0.6,true,true,0.5
1039,120m,26k,500,700ms,4.0,0.5,38m,108k,24m,24k,3g,10g,360s,6s,2,false,0.5,false,false,0.8999999999999999
1040,72m,20k,900,400ms,4.5,0.75,4m,44k,56m,102k,4g,9g,280s,1s,5,false,0.5,false,false,0.5
1041,52m,104k,800,300ms,4.0,0.25,100m,120k,56m,36k,7g,2g,260s,2s,1,true,0.8999999999999999,false,true,0.7999999999999999
1042,76m,114k,100,600ms,3.0,0.25,102m,108k,48m,6k,4g,3g,200s,9s,4,true,0.6,true,false,0.6
1043,76m,62k,500,400ms,2.5,0.5,74m,46k,8m,82k,4g,6g,400s,8s,6,true,0.7999999999999999,true,true,0.7999999999999999
1044,30m,112k,200,700ms,3.5,0.5,46m,94k,72m,56k,10g,11g,300s,1s,5,true,0.8999999999999999,true,false,0.5
1045,70m,114k,500,900ms,4.5,0.25,78m,122k,24m,2k,5g,3g,280s,2s,1,true,0.6,false,false,0.6
1046,114m,72k,800,300ms,1.0,0.25,120m,90k,104m,8k,10g,5g,220s,3s,6,true,0.7,false,false,0.5
1047,46m,34k,300,400ms,1.0,0.5,76m,10k,96m,92k,6g,8g,40s,3s,4,false,0.6,true,true,0.5
1048,46m,78k,300,900ms,4.5,0.25,14m,110k,56m,116k,8g,1g,120s,4s,2,true,0.7,true,true,0.8999999999999999
1049,66m,94k,700,800ms,3.5,0.5,18m,86k,80m,112k,7g,11g,180s,7s,2,true,0.7,false,false,0.5
1050,96m,108k,800,500ms,4.0,0.25,48m,26k,56m,42k,9g,6g,440s,1s,6,true,0.7,false,false,0.8999999999999999
1051,116m,86k,500,600ms,3.5,0.5,32m,78k,24m,18k,2g,11g,380s,9s,5,false,0.8999999999999999,true,true,0.5
1052,102m,14k,700,300ms,3.5,0.25,60m,58k,120m,66k,8g,8g,60s,7s,3,true,0.7999999999999999,true,true,0.6
1053,8m,10k,200,500ms,3.0,0.25,18m,122k,104m,66k,1g,1g,160s,3s,7,false,0.7999999999999999,true,false,0.8999999999999999
1054,50m,74k,500,500ms,2.5,0.75,34m,64k,48m,42k,2g,11g,360s,9s,4,true,0.7,false,false,0.5
1055,12m,22k,500,800ms,2.0,0.75,92m,116k,120m,102k,9g,1g,60s,7s,7,false,0.5,true,true,0.7999999999999999
1056,76m,78k,900,700ms,4.0,0.75,20m,18k,8m,110k,4g,4g,240s,6s,3,true,0.7999999999999999,true,true,0.5
1057,90m,114k,600,300ms,3.0,0.75,110m,104k,32m,100k,1g,2g,40s,5s,1,true,0.7,false,true,0.6
1058,122m,90k,600,600ms,1.5,0.25,2m,72k,24m,80k,8g,7g,260s,2s,2,false,0.7,true,false,0.8999999999999999
1059,84m,24k,400,800ms,4.5,0.75,16m,22k,32m,86k,1g,7g,380s,2s,3,true,0.7999999999999999,false,false,0.7999999999999999
1060,100m,100k,500,500ms,4.0,0.5,92m,24k,72m,28k,4g,7g,260s,2s,4,true,0.8999999999999999,true,false,0.6
1061,78m,112k,400,100ms,4.0,0.75,68m,116k,64m,88k,4g,10g,420s,9s,6,true,0.7,true,true,0.5
1062,86m,84k,900,300ms,1.0,0.25,66m,34k,56m,82k,6g,11g,480s,8s,5,true,0.6,false,true,0.8999999999999999
1063,74m,70k,200,700ms,2.5,0.75,40m,116k,8m,78k,9g,10g,240s,9s,4,false,0.6,false,true,0.8999999999999999
1064,42m,74k,700,600ms,3.5,0.25,74m,56k,24m,52k,1g,3g,260s,8s,5,false,0.6,true,false,0.6
1065,76m,28k,700,800ms,1.5,0.5,30m,94k,16m,18k,11g,9g,260s,2s,2,true,0.7,true,false,0.8999999999999999
1066,42m,104k,800,300ms,3.5,0.25,56m,44k,80m,100k,7g,1g,320s,6s,5,true,0.7,false,true,0.6
1067,84m,2k,800,600ms,4.0,0.25,96m,32k,8m,78k,11g,3g,140s,3s,5,true,0.6,false,false,0.7
1068,94m,80k,100,800ms,1.5,0.5,112m,10k,24m,114k,6g,11g,160s,2s,1,true,0.6,true,true,0.7
1069,48m,124k,200,300ms,1.5,0.5,52m,116k,120m,80k,3g,4g,260s,5s,4,true,0.5,false,false,0.7999999999999999
1070,94m,6k,800,500ms,1.0,0.75,82m,58k,56m,88k,7g,2g,160s,6s,2,false,0.8999999999999999,true,true,0.5
1071,72m,52k,100,600ms,4.5,0.25,118m,102k,32m,58k,7g,1g,260s,4s,2,true,0.7,false,true,0.8999999999999999
1072,72m,66k,900,800ms,1.5,0.75,26m,60k,88m,22k,8g,6g,460s,9s,1,false,0.5,false,false,0.8999999999999999
1073,22m,120k,500,200ms,1.5,0.5,88m,64k,80m,80k,1g,4g,260s,9s,6,true,0.7999999999999999,true,true,0.5
1074,14m,66k,700,700ms,4.5,0.5,48m,112k,64m,30k,2g,10g,200s,6s,4,false,0.7999999999999999,false,true,0.7999999999999999
1075,6m,124k,800,600ms,1.5,0.25,82m,10k,64m,10k,5g,10g,180s,9s,3,true,0.8999999999999999,false,true,0.7999999999999999
1076,106m,106k,900,300ms,1.5,0.25,94m,28k,80m,120k,7g,10g,40s,9s,2,false,0.6,true,true,0.6
1077,96m,60k,500,600ms,3.5,0.5,36m,14k,40m,100k,1g,2g,100s,5s,4,false,0.8999999999999999,true,true,0.8999999999999999
1078,78m,98k,800,300ms,2.5,0.25,2m,114k,80m,12k,11g,8g,220s,8s,5,true,0.6,true,true,0.7
1079,96m,46k,600,300ms,1.5,0.25,16m,114k,16m,66k,2g,6g,160s,7s,4,false,0.6,true,false,0.8999999999999999
1080,16m,116k,200,600ms,3.5,0.75,16m,14k,80m,88k,8g,7g,420s,5s,2,false,0.8999999999999999,true,false,0.7999999999999999
1081,70m,18k,200,200ms,2.0,0.5,14m,70k,64m,42k,9g,11g,120s,6s,2,false,0.8999999999999999,false,true,0.5
1082,16m,42k,600,100ms,2.5,0.5,92m,28k,112m,90k,8g,3g,300s,3s,6,true,0.7999999999999999,true,true,0.6
1083,114m,8k,400,400ms,1.5,0.75,82m,120k,80m,106k,11g,1g,80s,4s,6,false,0.7999999999999999,false,false,0.7
1084,108m,52k,900,200ms,3.5,0.75,4m,88k,24m,82k,11g,4g,480s,6s,1,true,0.6,false,false,0.7
1085,100m,58k,200,400ms,2.0,0.75,102m,46k,72m,46k,11g,8g,220s,3s,3,true,0.6,false,false,0.6
1086,30m,66k,800,100ms,1.5,0.75,38m,126k,120m,58k,8g,8g,80s,6s,7,true,0.7,false,true,0.7999999999999999
1087,90m,62k,300,200ms,3.0,0.5,80m,98k,40m,56k,11g,2g,240s,7s,1,true,0.8999999999999999,true,false,0.7999999999999999
1088,72m,84k,200,900ms,3.0,0.25,102m,50k,64m,4k,9g,9g,440s,7s,2,true,0.7,true,false,0.5
1089,52m,106k,800,500ms,2.5,0.25,52m,100k,96m,126k,9g,2g,220s,2s,3,false,0.7999999999999999,true,true,0.8999999999999999
1090,66m,92k,600,400ms,4.0,0.75,76m,18k,120m,88k,11g,4g,80s,5s,5,false,0.5,true,true,0.5
1091,106m,104k,900,300ms,4.5,0.75,118m,102k,88m,40k,9g,10g,200s,4s,3,true,0.8999999999999999,false,false,0.7
1092,124m,94k,600,200ms,3.5,0.25,60m,120k,8m,22k,5g,8g,40s,9s,6,true,0.7,false,false,0.8999999999999999
1093,42m,76k,300,600ms,3.0,0.25,102m,122k,48m,24k,8g,5g,120s,2s,4,false,0.7999999999999999,false,true,0.6
1094,50m,96k,700,300ms,2.5,0.25,18m,102k,112m,80k,7g,4g,360s,8s,6,false,0.8999999999999999,false,false,0.6
1095,10m,14k,700,700ms,1.5,0.25,106m,74k,72m,12k,6g,4g,200s,8s,4,false,0.5,true,false,0.6
1096,8m,50k,200,900ms,3.0,0.75,20m,8k,56m,76k,10g,2g,60s,3s,7,false,0.5,false,true,0.6
1097,88m,92k,100,900ms,2.0,0.5,18m,14k,64m,14k,7g,7g,20s,9s,7,true,0.7,true,true,0.7
1098,96m,10k,200,200ms,1.0,0.25,26m,94k,72m,60k,7g,7g,100s,5s,5,true,0.6,true,true,0.7999999999999999
1099,48m,58k,100,200ms,1.0,0.75,44m,90k,80m,80k,2g,8g,180s,3s,4,true,0.7,true,true,0.6
1100,86m,96k,300,100ms,2.5,0.25,36m,78k,80m,74k,2g,9g,340s,9s,3,true,0.7999999999999999,false,false,0.6
1101,104m,104k,500,600ms,3.5,0.75,42m,58k,56m,52k,11g,4g,480s,6s,4,false,0.8999999999999999,true,false,0.6
1102,96m,56k,300,800ms,1.5,0.5,118m,114k,104m,74k,11g,1g,200s,6s,6,false,0.5,true,true,0.7999999999999999
1103,102m,16k,100,800ms,1.5,0.25,92m,84k,112m,80k,4g,9g,20s,1s,2,false,0.5,false,true,0.7999999999999999
1104,98m,98k,400,300ms,1.0,0.25,40m,60k,72m,26k,5g,4g,40s,4s,3,false,0.6,false,true,0.7999999999999999
1105,8m,40k,400,400ms,2.5,0.5,52m,104k,64m,30k,1g,11g,480s,7s,5,false,0.8999999999999999,true,false,0.5
1106,126m,24k,900,700ms,4.5,0.25,124m,98k,64m,80k,1g,10g,400s,8s,7,false,0.7999999999999999,false,false,0.7
1107,18m,34k,300,700ms,2.5,0.5,16m,10k,112m,74k,10g,6g,440s,7s,7,false,0.7,false,true,0.7
1108,116m,108k,900,800ms,2.0,0.25,100m,4k,64m,108k,11g,3g,40s,1s,6,false,0.6,true,false,0.6
1109,74m,104k,800,600ms,3.0,0.75,70m,58k,112m,82k,10g,4g,140s,9s,5,true,0.5,true,false,0.6
1110,38m,18k,200,500ms,3.5,0.5,20m,56k,88m,48k,10g,1g,100s,7s,2,true,0.6,true,false,0.6
1111,82m,28k,100,900ms,4.0,0.5,82m,78k,112m,118k,2g,7g,420s,1s,4,true,0.8999999999999999,false,true,0.8999999999999999
1112,62m,120k,600,600ms,4.0,0.5,40m,52k,120m,58k,9g,7g,380s,1s,5,true,0.6,false,true,0.7
1113,122m,14k,800,100ms,2.0,0.25,28m,52k,104m,86k,6g,5g,60s,1s,5,true,0.8999999999999999,false,true,0.5
1114,78m,98k,900,100ms,2.0,0.75,82m,106k,64m,44k,2g,7g,40s,3s,2,false,0.5,false,false,0.7999999999999999
1115,34m,30k,400,600ms,4.0,0.5,82m,94k,96m,90k,9g,4g,380s,3s,1,true,0.8999999999999999,true,false,0.8999999999999999
1116,80m,44k,700,700ms,3.5,0.75,102m,58k,32m,28k,5g,3g,100s,5s,1,false,0.7,true,false,0.5
1117,28m,94k,800,900ms,3.0,0.5,124m,2k,104m,10k,4g,4g,100s,9s,2,false,0.8999999999999999,true,true,0.7999999999999999
1118,62m,64k,800,500ms,4.0,0.5,64m,124k,112m,100k,6g,7g,260s,2s,7,true,0.5,true,false,0.6
1119,74m,72k,600,800ms,4.5,0.75,30m,74k,88m,76k,1g,2g,340s,2s,2,true,0.7999999999999999,false,false,0.7999999999999999
1120,96m,126k,300,300ms,3.5,0.75,124m,84k,88m,50k,8g,4g,240s,4s,2,true,0.6,true,false,0.5
1121,126m,38k,800,900ms,1.5,0.25,24m,122k,24m,116k,1g,10g,300s,4s,2,true,0.6,false,true,0.5
1122,104m,16k,600,900ms,1.0,0.25,102m,8k,16m,8k,10g,6g,60s,6s,1,false,0.6,true,false,0.5
1123,70m,86k,100,300ms,3.5,0.25,16m,14k,104m,102k,8g,4g,220s,6s,3,true,0.6,true,false,0.8999999999999999
1124,76m,116k,200,400ms,4.5,0.75,98m,16k,112m,44k,6g,5g,400s,3s,2,false,0.6,false,true,0.7999999999999999
1125,62m,110k,600,100ms,3.5,0.25,46m,2k,64m,46k,2g,11g,460s,8s,3,true,0.6,true,false,0.7999999999999999
1126,74m,36k,100,100ms,2.5,0.5,92m,28k,72m,46k,7g,10g,160s,8s,7,false,0.6,false,false,0.6
1127,126m,22k,600,600ms,4.0,0.5,26m,24k,24m,84k,10g,11g,120s,2s,3,true,0.6,false,false,0.5
1128,76m,114k,100,300ms,4.5,0.5,40m,96k,32m,84k,9g,9g,140s,6s,4,true,0.8999999999999999,false,true,0.8999999999999999
1129,4m,112k,600,900ms,3.5,0.5,90m,82k,104m,80k,11g,2g,440s,9s,2,true,0.5,true,false,0.7
1130,80m,24k,700,200ms,4.0,0.75,104m,10k,16m,122k,5g,9g,40s,9s,2,true,0.8999999999999999,false,false,0.5
1131,58m,44k,200,800ms,3.5,0.5,44m,86k,16m,16k,2g,4g,120s,9s,4,false,0.5,false,false,0.5
1132,34m,72k,100,300ms,4.0,0.75,26m,36k,88m,48k,3g,9g,400s,5s,6,false,0.6,false,true,0.5
1133,40m,20k,500,200ms,4.5,0.25,112m,126k,40m,74k,2g,4g,400s,3s,4,false,0.7,false,false,0.8999999999999999
1134,52m,126k,200,900ms,2.0,0.5,88m,126k,96m,40k,3g,10g,280s,1s,3,true,0.6,false,false,0.6
1135,94m,78k,300,100ms,3.0,0.75,12m,20k,120m,80k,9g,10g,80s,7s,1,true,0.8999999999999999,true,true,0.8999999999999999
1136,32m,50k,600,700ms,2.0,0.75,60m,42k,120m,66k,4g,2g,220s,8s,5,false,0.5,true,false,0.8999999999999999
1137,68m,78k,400,400ms,1.5,0.5,48m,58k,56m,6k,3g,2g,240s,5s,7,false,0.6,false,false,0.8999999999999999
1138,120m,86k,800,100ms,1.5,0.75,100m,4k,88m,120k,4g,10g,20s,1s,7,false,0.5,true,true,0.7999999999999999
1139,18m,30k,700,600ms,4.0,0.75,22m,96k,112m,44k,3g,1g,60s,5s,5,false,0.8999999999999999,true,false,0.6
1140,16m,72k,200,500ms,4.5,0.5,104m,22k,24m,104k,4g,1g,420s,2s,5,true,0.7999999999999999,true,true,0.5
1141,58m,22k,800,900ms,4.5,0.75,30m,114k,88m,104k,5g,9g,260s,5s,1,true,0.8999999999999999,true,false,0.8999999999999999
1142,96m,104k,100,200ms,1.0,0.5,36m,42k,72m,120k,1g,11g,380s,7s,3,false,0.7999999999999999,false,true,0.6
1143,12m,110k,100,400ms,1.0,0.25,112m,16k,8m,126k,9g,7g,380s,2s,6,false,0.5,true,false,0.6
1144,60m,114k,500,500ms,2.0,0.5,64m,62k,120m,80k,7g,1g,460s,4s,1,true,0.7999999999999999,false,false,0.5
1145,18m,24k,100,900ms,3.5,0.25,100m,124k,104m,16k,6g,3g,480s,2s,7,false,0.5,false,true,0.6
1146,40m,76k,900,200ms,3.5,0.25,46m,112k,16m,106k,6g,10g,480s,1s,3,true,0.6,true,false,0.8999999999999999
1147,118m,32k,900,800ms,3.5,0.5,116m,104k,48m,28k,6g,5g,300s,7s,7,true,0.7999999999999999,false,true,0.5
1148,72m,18k,800,700ms,1.0,0.5,10m,104k,40m,100k,10g,5g,260s,4s,6,false,0.7,false,true,0.7999999999999999
1149,102m,46k,800,800ms,3.5,0.5,78m,58k,104m,94k,8g,11g,360s,5s,1,true,0.8999999999999999,false,true,0.5
1150,76m,122k,200,900ms,2.0,0.25,12m,82k,64m,84k,3g,10g,280s,2s,6,false,0.8999999999999999,true,true,0.7999999999999999
1151,90m,72k,300,700ms,3.5,0.5,50m,44k,80m,112k,10g,6g,160s,9s,1,false,0.7,true,false,0.6
1152,28m,90k,100,900ms,2.5,0.75,76m,122k,32m,118k,7g,11g,260s,7s,4,true,0.7,true,false,0.6
1153,16m,76k,900,900ms,4.5,0.75,26m,14k,96m,64k,8g,5g,380s,1s,1,false,0.5,false,true,0.5
1154,62m,64k,600,100ms,4.5,0.5,74m,28k,104m,86k,4g,10g,320s,3s,1,false,0.6,true,true,0.7999999999999999
1155,100m,98k,800,400ms,1.5,0.25,122m,14k,72m,10k,10g,8g,300s,2s,5,false,0.7999999999999999,true,true,0.6
1156,124m,62k,700,100ms,3.0,0.5,2m,58k,32m,86k,11g,6g,240s,7s,6,true,0.7999999999999999,false,false,0.5
1157,106m,26k,700,800ms,2.0,0.75,34m,94k,88m,48k,5g,5g,20s,3s,3,true,0.8999999999999999,true,true,0.6
1158,66m,20k,100,200ms,1.5,0.75,80m,106k,32m,118k,3g,6g,40s,3s,2,true,0.7999999999999999,false,true,0.8999999999999999
1159,40m,38k,300,500ms,2.5,0.75,114m,124k,88m,68k,10g,8g,100s,6s,5,true,0.5,true,false,0.5
1160,106m,10k,800,800ms,3.5,0.5,88m,12k,24m,126k,4g,10g,120s,2s,3,true,0.7999999999999999,false,true,0.8999999999999999
1161,118m,34k,200,100ms,3.5,0.75,10m,64k,56m,30k,10g,8g,100s,2s,1,false,0.5,true,false,0.7999999999999999
1162,110m,104k,300,200ms,1.5,0.25,20m,76k,72m,80k,2g,3g,80s,6s,4,false,0.5,true,false,0.8999999999999999
1163,116m,76k,500,600ms,2.5,0.25,6m,124k,88m,56k,1g,4g,400s,1s,5,true,0.5,false,true,0.7
1164,20m,116k,900,800ms,4.5,0.5,30m,102k,8m,20k,9g,4g,220s,4s,2,true,0.8999999999999999,false,false,0.5
1165,62m,118k,200,900ms,3.0,0.25,94m,10k,24m,28k,4g,3g,400s,9s,4,true,0.8999999999999999,true,true,0.6
1166,126m,6k,400,900ms,3.5,0.25,60m,112k,8m,40k,1g,7g,160s,3s,4,true,0.7999999999999999,true,false,0.7999999999999999
1167,22m,28k,600,600ms,2.0,0.25,126m,46k,64m,112k,6g,11g,120s,8s,7,false,0.5,true,true,0.7999999999999999
1168,122m,98k,600,600ms,3.5,0.5,64m,48k,32m,100k,11g,9g,60s,9s,6,false,0.7,true,true,0.5
1169,2m,84k,500,300ms,3.5,0.25,100m,68k,112m,12k,4g,7g,460s,7s,5,true,0.6,true,true,0.7999999999999999
1170,94m,66k,700,200ms,3.5,0.25,94m,68k,16m,68k,3g,2g,340s,8s,2,false,0.6,true,true,0.6
1171,24m,76k,900,400ms,3.5,0.25,62m,56k,104m,108k,10g,9g,60s,7s,4,true,0.8999999999999999,false,false,0.7
1172,92m,106k,700,600ms,3.0,0.75,66m,72k,88m,70k,5g,10g,400s,5s,4,false,0.7999999999999999,false,true,0.5
1173,48m,14k,600,500ms,3.0,0.25,14m,24k,8m,66k,5g,1g,60s,1s,4,false,0.5,true,false,0.5
1174,18m,120k,100,900ms,1.0,0.25,114m,74k,96m,50k,3g,6g,340s,2s,5,false,0.6,true,true,0.7
1175,126m,116k,900,700ms,3.0,0.25,120m,46k,24m,88k,7g,7g,120s,3s,2,true,0.7999999999999999,false,false,0.7
1176,86m,92k,500,900ms,2.0,0.75,108m,42k,120m,70k,1g,11g,160s,6s,3,false,0.7,false,false,0.6
1177,88m,64k,600,700ms,1.0,0.25,98m,112k,80m,32k,4g,7g,440s,9s,7,true,0.7,false,false,0.6
1178,116m,44k,400,300ms,2.5,0.25,100m,66k,8m,56k,7g,6g,60s,9s,5,true,0.5,false,false,0.7
1179,78m,28k,500,900ms,1.0,0.5,120m,44k,72m,112k,7g,6g,420s,3s,3,false,0.7999999999999999,false,false,0.7999999999999999
1180,114m,96k,100,600ms,2.0,0.25,54m,10k,32m,64k,5g,3g,60s,3s,3,false,0.7999999999999999,true,true,0.6
1181,26m,28k,700,200ms,1.5,0.75,40m,92k,80m,118k,5g,4g,140s,7s,6,true,0.5,true,false,0.8999999999999999
1182,104m,32k,300,800ms,4.5,0.75,42m,100k,16m,12k,10g,9g,480s,8s,6,true,0.7,true,false,0.8999999999999999
1183,38m,100k,600,600ms,3.0,0.75,80m,54k,32m,98k,3g,1g,340s,9s,4,true,0.6,false,true,0.7
1184,64m,76k,300,700ms,4.0,0.5,110m,2k,120m,24k,4g,4g,200s,1s,1,true,0.5,false,true,0.7
1185,108m,24k,800,600ms,1.5,0.5,42m,16k,40m,98k,2g,5g,440s,9s,3,true,0.7999999999999999,false,false,0.6
1186,90m,82k,800,200ms,1.0,0.75,102m,86k,120m,34k,9g,3g,480s,2s,4,false,0.7,true,false,0.8999999999999999
1187,66m,46k,700,300ms,2.5,0.75,50m,62k,88m,2k,4g,9g,60s,3s,7,true,0.8999999999999999,true,false,0.6
1188,92m,74k,600,900ms,3.5,0.75,82m,28k,96m,86k,3g,9g,180s,2s,6,true,0.7999999999999999,false,false,0.7
1189,112m,48k,600,200ms,3.5,0.75,58m,126k,88m,126k,9g,9g,220s,3s,3,true,0.6,false,true,0.7
1190,66m,66k,300,700ms,1.0,0.75,114m,66k,16m,100k,10g,1g,160s,1s,7,false,0.5,true,true,0.5
